value_bet,edge,side,event_name,timestamp,team,point,token_id,true_prob,polymarket_best_ask,expected_payout_per_1
moneyline,0.010024,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T05:02:20.177597+00:00,Spurs,,15212676476913248231133536947551515248555358305909716358239191608130863677150,0.727218,0.720000,1.010024
totals,0.051074,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T12:18:29.894785+00:00,Over,226.5,105887824823454298276115655774228875336629426783777001233790179026603944338795,0.504516,0.480000,1.051074
totals,0.073438,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T12:20:24.927846+00:00,Over,226.5,105887824823454298276115655774228875336629426783777001233790179026603944338795,0.504516,0.470000,1.073438
totals,0.073438,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T12:22:20.157801+00:00,Over,226.5,105887824823454298276115655774228875336629426783777001233790179026603944338795,0.504516,0.470000,1.073438
totals,0.073438,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T12:24:13.499252+00:00,Over,226.5,105887824823454298276115655774228875336629426783777001233790179026603944338795,0.504516,0.470000,1.073438
totals,0.073438,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T12:26:07.594395+00:00,Over,226.5,105887824823454298276115655774228875336629426783777001233790179026603944338795,0.504516,0.470000,1.073438
totals,0.073438,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T12:28:01.042304+00:00,Over,226.5,105887824823454298276115655774228875336629426783777001233790179026603944338795,0.504516,0.470000,1.073438
totals,0.073438,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T12:29:56.688339+00:00,Over,226.5,105887824823454298276115655774228875336629426783777001233790179026603944338795,0.504516,0.470000,1.073438
totals,0.073438,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T12:31:56.953965+00:00,Over,226.5,105887824823454298276115655774228875336629426783777001233790179026603944338795,0.504516,0.470000,1.073438
moneyline,0.042838,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T13:36:14.134555+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.281566,0.270000,1.042838
moneyline,0.020950,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T14:44:32.499160+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.285866,0.280000,1.020950
moneyline,0.020950,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T14:46:21.550712+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.285866,0.280000,1.020950
moneyline,0.020950,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T14:48:10.257718+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.285866,0.280000,1.020950
moneyline,0.020950,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T14:49:59.373106+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.285866,0.280000,1.020950
moneyline,0.020950,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T14:51:49.642350+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.285866,0.280000,1.020950
moneyline,0.020950,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T14:53:38.230862+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.285866,0.280000,1.020950
moneyline,0.020950,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T14:55:27.852548+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.285866,0.280000,1.020950
moneyline,0.020950,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T14:57:16.598899+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.285866,0.280000,1.020950
moneyline,0.020950,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T14:59:07.276003+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.285866,0.280000,1.020950
moneyline,0.020950,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T15:00:57.196598+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.285866,0.280000,1.020950
moneyline,0.020950,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T15:02:46.637668+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.285866,0.280000,1.020950
moneyline,0.020950,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T15:04:35.518273+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.285866,0.280000,1.020950
moneyline,0.019734,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T20:00:36.819545+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.305920,0.300000,1.019734
moneyline,0.019734,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T20:03:16.174013+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.305920,0.300000,1.019734
moneyline,0.019734,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T20:05:52.926449+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.305920,0.300000,1.019734
moneyline,0.019734,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T20:08:29.035964+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.305920,0.300000,1.019734
moneyline,0.019734,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T20:11:06.864270+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.305920,0.300000,1.019734
moneyline,0.019734,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T20:13:44.921587+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.305920,0.300000,1.019734
moneyline,0.019734,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T20:16:24.216471+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.305920,0.300000,1.019734
moneyline,0.019734,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T20:19:03.894622+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.305920,0.300000,1.019734
moneyline,0.019734,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T20:21:43.010532+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.305920,0.300000,1.019734
moneyline,0.019734,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T20:24:21.401317+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.305920,0.300000,1.019734
moneyline,0.019734,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T20:27:00.179761+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.305920,0.300000,1.019734
moneyline,0.019734,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T20:29:38.894702+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.305920,0.300000,1.019734
moneyline,0.019734,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T20:32:18.449148+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.305920,0.300000,1.019734
moneyline,0.019734,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T20:34:59.818997+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.305920,0.300000,1.019734
moneyline,0.019734,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T20:37:40.481739+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.305920,0.300000,1.019734
moneyline,0.019734,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T20:40:19.565962+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.305920,0.300000,1.019734
moneyline,0.019734,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T20:43:06.053260+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.305920,0.300000,1.019734
moneyline,0.019734,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T20:45:53.128613+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.305920,0.300000,1.019734
moneyline,0.019734,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T20:48:37.655617+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.305920,0.300000,1.019734
moneyline,0.010188,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T21:37:56.799210+00:00,Spurs,,15212676476913248231133536947551515248555358305909716358239191608130863677150,0.697030,0.690000,1.010188
moneyline,0.010188,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T23:20:35.925855+00:00,Spurs,,15212676476913248231133536947551515248555358305909716358239191608130863677150,0.697030,0.690000,1.010188
moneyline,0.010188,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T23:23:22.313567+00:00,Spurs,,15212676476913248231133536947551515248555358305909716358239191608130863677150,0.697030,0.690000,1.010188
moneyline,0.010188,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T23:26:07.450887+00:00,Spurs,,15212676476913248231133536947551515248555358305909716358239191608130863677150,0.697030,0.690000,1.010188
moneyline,0.010188,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T23:28:54.331177+00:00,Spurs,,15212676476913248231133536947551515248555358305909716358239191608130863677150,0.697030,0.690000,1.010188
moneyline,0.010188,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T23:31:44.936738+00:00,Spurs,,15212676476913248231133536947551515248555358305909716358239191608130863677150,0.697030,0.690000,1.010188
moneyline,0.010188,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T23:34:46.277315+00:00,Spurs,,15212676476913248231133536947551515248555358305909716358239191608130863677150,0.697030,0.690000,1.010188
moneyline,0.010188,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T23:37:47.669485+00:00,Spurs,,15212676476913248231133536947551515248555358305909716358239191608130863677150,0.697030,0.690000,1.010188
moneyline,0.010188,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T23:40:47.724948+00:00,Spurs,,15212676476913248231133536947551515248555358305909716358239191608130863677150,0.697030,0.690000,1.010188
moneyline,0.010188,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-15T23:43:47.172266+00:00,Spurs,,15212676476913248231133536947551515248555358305909716358239191608130863677150,0.697030,0.690000,1.010188
moneyline,0.013765,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-16T00:56:44.115124+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.324405,0.320000,1.013765
moneyline,0.013765,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-16T01:00:06.971511+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.324405,0.320000,1.013765
moneyline,0.013765,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-16T01:03:26.015535+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.324405,0.320000,1.013765
moneyline,0.013765,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-16T01:06:41.145442+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.324405,0.320000,1.013765
moneyline,0.013765,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-16T01:09:57.486987+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.324405,0.320000,1.013765
moneyline,0.045201,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-16T01:23:12.300100+00:00,Spurs,,15212676476913248231133536947551515248555358305909716358239191608130863677150,0.658476,0.630000,1.045201
moneyline,0.045201,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-16T01:26:32.510547+00:00,Spurs,,15212676476913248231133536947551515248555358305909716358239191608130863677150,0.658476,0.630000,1.045201
moneyline,0.013041,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-16T01:29:52.256945+00:00,Spurs,,15212676476913248231133536947551515248555358305909716358239191608130863677150,0.658476,0.650000,1.013041
moneyline,0.067261,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-16T01:33:07.686051+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.341524,0.320000,1.067261
moneyline,0.177668,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-16T01:36:21.861806+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.341524,0.290000,1.177668
moneyline,0.035108,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-16T01:39:44.569211+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.351937,0.340000,1.035108
moneyline,0.135280,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-16T01:42:59.215145+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.351937,0.310000,1.135280
moneyline,0.066475,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-16T01:46:19.894636+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.351937,0.330000,1.066475
moneyline,0.045263,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-16T01:49:32.792641+00:00,Spurs,,15212676476913248231133536947551515248555358305909716358239191608130863677150,0.648063,0.620000,1.045263
moneyline,0.603535,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-16T01:59:58.964230+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.304672,0.190000,1.603535
moneyline,1.538930,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-16T02:03:20.764579+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.304672,0.120000,2.538930
moneyline,1.769742,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-16T02:06:39.354402+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.304672,0.110000,2.769742
moneyline,1.769742,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-16T02:09:54.906637+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.304672,0.110000,2.769742
moneyline,2.046716,BUY,Milwaukee Bucks @ San Antonio Spurs,2026-01-16T02:13:07.955379+00:00,Bucks,,14143447834851368728781825233669437388021678101165415049387919978932539418221,0.304672,0.100000,3.046716
